a_id,a_text,q_id,score
32-q_85,a) This is the inserted video from computer. b) This is the start button it will play video.,q_85,correct
37-q_85,(a) This is a video added to the PowerPoint slide (b) When we click on the triangle button the video starts playing.,q_85,correct
38-q_85,It's a video that has been inserted into the slide. The triangle at the bottom left plays the video.,q_85,correct
39-q_85,,q_85,incorrect
3-q_85,a video it will play,q_85,incorrect
46-q_85,A.This is a video added to the PowerPoint slide. B. When we click on the triangle button the video starts playing.,q_85,correct
49-q_85,a: the object is a video b: the video will start playing.,q_85,correct
4-q_85,a) The object displayed is a pause video. b) when click on the triangle button the video starts playing,q_85,correct
53-q_85,The object in the Figure Xis a video which has been added to slides because of the dots and the triangle button is a video player you click on it and the video will start playing.,q_85,correct
56-q_85,a) It is a video added to the PowerPoint slide. (b) The video will starts playing when you click on the triangle button.,q_85,correct
59-q_85,This object is a video that has been added onto the powerpoint slide. When you click on the triangle button at the bottom-left the video will start playing.,q_85,correct
62-q_85,In a PowerPoint deck and select a slide containing the area with the different options in it; tablechart SmartArt graphics picture from file or movie from file.,q_85,incorrect
67-q_85,a) this is an video added to the power point b) it will statrt playing the video,q_85,correct
68-q_85,a. The object is a video. b. The video will start play if I press triangle bottom left of the object.,q_85,correct
71-q_85,This is an inserted video that is on the slide. If you click the triangle button in the left bottom corner it will begin to play the inserted video.,q_85,correct
73-q_85,(a) An video that inserted. (b) It will begin to play the video.,q_85,correct
77-q_85,(a) this is a video added to the PowerPoint slide. (b) when we click on the triangle button the video will start playing.,q_85,correct
78-q_85,the object displayed in Figure X is a video object when we click on the triangle button the object will start playing the video.,q_85,correct
79-q_85,A) A video b) when you click the triangle at the bottom left the video starts to play.,q_85,correct
80-q_85,a). object is a local video b). video will begin playing.,q_85,correct
81-q_85,a video is displayed in Figure X if you press on the triangle button at the bottom left of the object it would play the video.,q_85,correct
82-q_85,A video if you click on the triangle button the video will start playing,q_85,correct
85-q_85,In Figure X it appears to be an imported video in a presentation slide: (a) The black screen is the video display area that you can resize. (b) Clicking the triangle 'Play' button starts the video. (c) You can control the video with a 'Pause' button adjust volume and navigate using the two triangles for rewinding or fast-forwarding.,q_85,correct
91-q_85,A)the object is a video b)it will start playing the video,q_85,correct
93-q_85,(A)The object show in Figure X is add a video into the powerpoint. (b)When we click on the triangle buttonthe video starts playing.,q_85,correct
95-q_85,(a) This is a video object that is been added to the slide (b) When you click on the triangle button the video will start playing,q_85,correct
97-q_85,a. The object that is displayed in Figure X is a video inside the PowerPoint silde. b. When I click on the triangle botton the video starts playing.,q_85,correct
11-q_77,The red squiggly line under the word means that the word is incorrectly spelled. One way to fix this would be to click in the word itself and then see the options that Word provides that will correct the spelling. If you are happy with anyone of these options than click on one of the options and the word will be replaced with the incorrectly spelled word and the red squiggly line will disappear.,q_77,correct
123-q_77,a. Spelling or Grammer errors B. When you click on the text or colorful underline word will automatically suggest you some similar right words . Also you can you can click the clear formatting to clear that.,q_77,correct
127-q_77,A) Word will show that to indicate that there is a spelling error of some kind. B) The user can right click the word that has the red underline and select from the words that the application suggests to fix it. You can also do this and choose an 'ignore' option if the word is correct but the application thinks that it isn't.,q_77,correct
133-q_77,,q_77,incorrect
13-q_77,a. Word shows a strange colorful underline in the phrase because the word is spelled incorrectly. b. You can fix the issue by right clicking on your mouse or trackpad and follow the suggestion on the top of the menu that opens up (highlighted in bold).,q_77,correct
142-q_77,The strange colorful underline in Word can be due to a spelling or grammar error. To remove it without re-typing right-click on the underlined phrase choose the spelling or grammar option review the suggestions and select the appropriate correction provided by Word.,q_77,correct
